Id,Age,Genre,Education,Autre,Ethnicité,Neuroticisme,Extraversion,Ouverture,Agréabilité,Conscienciosité,Impulsivité,Recherche de sensations,Alcohol,Amphetamines,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Methadone,Magic mushrooms,Nicotine,Semeron,Volatile substance abuse
814,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,47,35,46,34,35,7.85%,11.14%,4,0,0,4,6,5,4,3,0,0,3,5,6,0,0,3,6,0,3
815,25-34,Male,Université,USA,Blanc,41,36,51,32,45,18.83%,13.21%,3,2,0,2,6,2,5,2,2,2,5,0,3,2,3,0,6,0,2
816,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,29,40,43,37,44,11.46%,5.46%,5,3,4,0,6,6,6,3,0,3,0,0,4,3,0,3,6,0,2
817,18-24,Male,Collège ou université aucun certificat ou diplome,Canada,Blanc,57,42,48,37,34,5.52%,11.14%,5,2,0,6,5,5,4,3,5,3,3,3,2,2,3,2,6,0,2
818,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,37,33,46,46,47,18.83%,11.19%,3,0,0,0,1,5,5,0,0,3,3,3,4,3,0,4,0,0,0
819,45-54,Male,Doctorat,Australie,Blanc,42,41,52,57,44,16.29%,13.21%,4,3,2,4,4,5,4,2,1,2,3,1,2,2,1,2,3,0,1
820,25-34,Female,Matrise,UK,Blanc,51,34,46,41,33,13.63%,13.21%,5,2,3,5,6,6,5,2,0,4,0,4,6,0,0,2,5,0,1
821,18-24,Male,Collège ou université aucun certificat ou diplome,Australie,Asiatique ,29,51,51,44,45,10.34%,5.46%,3,0,0,0,6,4,5,0,0,3,0,0,0,5,0,5,4,3,0
822,18-24,Female,Université,USA,Blanc,32,42,45,42,43,10.34%,11.14%,5,4,0,0,6,2,4,4,0,3,0,3,2,3,0,3,3,0,3
823,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,35,47,51,40,45,18.83%,11.14%,6,0,0,0,5,0,6,0,0,0,0,0,0,0,6,0,0,0,0
824,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,35,41,51,45,39,10.34%,11.14%,4,0,0,0,6,6,4,0,0,4,0,0,3,5,5,3,6,0,0
825,18-24,Male,Collège ou université aucun certificat ou diplome,Autre,Mixed-Noir/Asiatique ,36,38,45,29,26,7.85%,11.14%,5,0,0,0,6,6,6,0,0,0,0,0,5,5,0,4,6,0,4
826,18-24,Male,Université,Australie,Blanc,42,24,26,49,31,16.29%,7.00%,5,6,0,5,6,5,6,0,0,2,0,0,0,0,4,0,6,0,0
827,18-24,Male,Université,USA,Blanc,41,44,47,36,50,18.83%,13.21%,6,2,0,4,6,6,6,6,5,5,6,0,3,5,6,2,2,0,0
828,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,37,49,54,35,36,11.46%,11.19%,3,6,0,4,6,6,5,4,3,6,4,3,6,4,5,4,0,0,0
829,18-24,Male,Université,Autre,Blanc,27,43,46,38,39,13.63%,13.21%,6,2,0,4,6,3,4,0,0,0,0,0,0,0,0,0,4,0,0
830,25-34,Female,Doctorat,Australie,Blanc,52,43,53,47,43,14.64%,11.19%,5,3,0,0,3,3,6,0,0,5,0,0,0,4,0,0,0,0,0
831,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,37,44,57,51,40,14.64%,13.21%,4,3,0,0,6,4,6,0,0,3,0,0,0,5,0,0,4,0,0
832,18-24,Male,Certificat ou diplome professionel,UK,Blanc,39,37,41,49,41,13.63%,11.83%,6,6,2,0,6,5,5,3,0,3,0,0,2,0,0,0,5,0,0
833,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,45,34,47,47,41,18.83%,11.19%,4,0,0,0,6,3,6,0,0,0,0,0,3,0,0,0,5,0,0
834,25-34,Female,Matrise,USA,Blanc,37,33,55,44,46,11.46%,5.46%,6,3,1,5,6,6,5,1,0,5,0,1,5,5,0,3,3,0,0
835,45-54,Female,Doctorat,USA,Blanc,36,41,46,38,36,10.34%,11.19%,6,6,1,4,4,1,4,1,0,0,0,0,0,1,0,1,1,0,1
836,25-34,Female,Matrise,USA,Blanc,44,35,46,41,46,18.83%,8.97%,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,0
837,18-24,Male,Université,USA,Blanc,41,33,43,42,41,18.83%,11.62%,6,3,0,2,6,6,6,4,0,4,0,2,3,3,2,3,6,0,2
838,18-24,Male,Université,Australie,Blanc,21,41,46,41,30,13.63%,11.62%,4,0,4,0,6,4,4,0,0,4,0,0,4,4,0,4,0,0,0
839,45-54,Male,Matrise,USA,Blanc,32,42,47,35,44,13.63%,13.21%,3,6,3,2,6,2,4,2,0,2,0,2,0,0,0,0,5,0,3
840,18-24,Male,Collège ou université aucun certificat ou diplome,Australie,Blanc,21,51,50,46,48,7.85%,11.62%,4,0,0,0,4,4,3,0,0,0,0,0,0,6,0,4,0,0,5
841,18-24,Male,À quitté l'école à 18 ans,UK,Blanc,43,40,58,44,30,7.85%,11.19%,6,0,0,0,6,3,6,0,0,4,0,4,5,3,0,3,6,0,2
842,25-34,Male,Université,USA,Blanc,38,30,50,24,42,10.34%,11.14%,5,6,2,5,6,5,5,3,2,3,3,2,3,3,6,3,6,0,2
843,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,30,39,52,40,32,5.52%,11.19%,4,4,0,0,6,6,5,0,0,0,0,0,3,0,0,0,4,0,3
844,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,29,40,48,54,50,18.83%,11.19%,3,2,0,3,5,6,4,2,0,4,0,0,3,3,0,3,0,0,0
845,25-34,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,41,37,47,36,40,14.64%,11.62%,6,1,0,4,6,3,4,1,0,0,1,1,0,1,0,0,1,0,0
846,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,39,45,53,50,38,13.63%,13.21%,5,0,0,2,4,4,6,0,0,3,0,0,3,0,3,3,4,0,2
847,35-44,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,45,28,36,42,44,14.64%,4.62%,6,0,0,5,6,2,6,0,0,0,0,0,4,0,6,0,0,0,0
848,18-24,Female,Certificat ou diplome professionel,Canada,Blanc,41,37,35,50,37,13.63%,11.19%,2,6,0,0,5,2,6,2,0,3,0,0,0,0,0,2,6,0,0
849,25-34,Male,Université,USA,Blanc,42,37,48,30,35,11.46%,11.19%,3,6,2,6,6,3,4,4,2,3,4,4,0,3,2,5,6,0,1
850,18-24,Male,À quitté l'école à 18 ans,USA,Blanc,41,44,53,36,39,7.85%,11.14%,6,6,0,6,6,6,6,3,3,2,0,0,0,3,0,5,3,0,2
851,55-64,Male,Matrise,USA,Blanc,21,40,54,51,45,13.63%,11.62%,4,0,0,0,6,6,6,1,0,0,0,0,2,1,0,3,0,0,0
852,18-24,Male,Matrise,Autre,Blanc,40,33,49,41,45,13.63%,13.21%,5,0,2,0,6,5,5,0,0,0,0,0,0,0,0,4,6,0,1
853,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,28,49,55,49,43,11.46%,11.62%,0,2,0,0,6,6,6,0,0,3,0,0,3,3,3,4,0,0,0
854,25-34,Male,Université,USA,Blanc,43,41,36,35,32,13.63%,11.14%,2,2,0,2,6,2,6,2,2,2,2,2,3,2,2,2,3,0,2
855,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,36,40,55,44,40,13.63%,11.62%,5,5,0,6,6,6,5,2,0,2,2,2,3,2,4,2,3,0,0
856,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,32,41,46,42,34,7.85%,11.19%,5,0,0,0,6,4,6,0,0,3,0,0,0,3,2,3,4,0,0
857,18-24,Male,À quitté l'école à 16 ans,Canada,Mixed-Blanc/Noir,41,45,50,36,33,11.46%,11.14%,5,4,2,3,5,5,5,5,4,3,5,2,0,2,4,2,6,0,1
858,25-34,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,26,43,57,53,45,18.83%,11.62%,2,3,2,0,2,6,2,2,0,3,0,3,3,3,0,3,6,0,0
859,18-24,Male,Certificat ou diplome professionel,USA,Mixed-Blanc/Asiatique ,41,48,45,47,54,10.34%,11.14%,5,5,0,3,4,5,6,5,0,3,3,3,0,2,6,3,6,0,0
860,25-34,Male,À quitté l'école à 17 ans,Canada,Blanc,49,34,43,30,29,13.63%,11.19%,4,6,3,6,6,4,6,5,5,4,6,4,0,2,6,3,6,0,0
861,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,26,54,53,42,48,10.34%,11.19%,5,5,0,4,6,6,4,3,0,5,0,0,4,0,3,3,4,0,0
862,18-24,Female,Collège ou université aucun certificat ou diplome,Autre,Asiatique ,46,31,53,36,32,0.37%,13.21%,3,6,0,6,4,2,5,2,0,2,2,2,2,2,0,0,6,0,0
863,25-34,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,42,45,53,40,28,7.85%,11.19%,6,0,0,0,6,6,6,0,0,3,0,2,5,2,0,2,6,0,0
864,18-24,Male,Université,UK,Blanc,36,39,45,39,39,5.52%,11.14%,6,2,2,2,3,6,4,4,2,2,0,2,2,4,2,2,4,0,0
865,18-24,Male,Collège ou université aucun certificat ou diplome,Canada,Blanc,20,48,58,48,48,16.29%,11.62%,0,0,0,0,5,6,5,0,0,0,0,0,3,5,2,3,5,0,0
866,18-24,Male,Collège ou université aucun certificat ou diplome,Republique d'Ireland,Blanc,51,36,45,32,37,16.29%,11.19%,6,1,4,4,6,6,5,4,0,3,0,0,6,1,3,2,6,0,1
867,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,34,47,42,39,36,10.34%,11.62%,5,0,0,0,6,4,5,0,0,5,0,0,0,0,0,0,0,0,0
868,18-24,Male,Collège ou université aucun certificat ou diplome,Canada,Blanc,40,32,50,47,36,13.63%,11.83%,5,5,0,5,2,4,4,4,0,3,0,3,5,2,4,3,5,0,0
869,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,35,48,55,48,54,11.46%,11.14%,6,3,0,0,6,6,4,0,0,6,0,0,3,0,0,0,6,0,0
870,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,24,42,51,49,52,16.29%,13.21%,5,3,0,0,5,5,4,0,0,2,0,0,3,3,4,4,4,0,0
871,45-54,Male,Certificat ou diplome professionel,UK,Blanc,51,35,52,41,28,7.85%,5.46%,3,1,2,2,6,3,6,2,0,2,1,2,3,1,1,1,6,0,0
872,25-34,Male,Université,USA,Blanc,45,34,53,40,49,10.34%,5.46%,6,2,2,2,6,2,6,2,1,2,2,2,2,4,2,4,3,0,0
873,18-24,Male,Matrise,USA,Blanc,38,50,47,32,34,11.46%,13.21%,5,4,0,5,6,5,6,4,0,4,0,0,5,0,6,0,6,0,4
874,25-34,Female,Matrise,USA,Blanc,29,37,46,47,40,16.29%,8.97%,5,0,0,2,6,5,5,2,0,0,0,0,0,1,0,2,2,0,0
875,18-24,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,50,27,47,38,23,16.29%,3.77%,4,0,0,2,6,2,6,0,0,0,0,0,0,0,0,0,6,0,0
876,25-34,Female,Matrise,USA,Blanc,38,32,42,45,34,11.46%,11.83%,5,6,2,5,6,3,4,4,0,0,0,0,0,0,4,3,6,0,0
877,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Autre ,43,42,55,43,36,5.52%,5.46%,5,6,0,4,6,6,6,3,0,5,0,0,4,5,0,4,6,0,3
878,35-44,Male,Certificat ou diplome professionel,USA,Autre ,48,24,51,30,39,0.37%,11.19%,3,5,1,2,5,4,5,2,2,0,4,0,6,1,6,1,1,0,0
879,25-34,Male,Collège ou université aucun certificat ou diplome,Australie,Blanc,27,43,51,46,25,5.52%,5.46%,5,3,0,0,5,4,6,0,0,4,0,2,6,0,0,0,2,0,0
880,18-24,Female,Université,USA,Blanc,30,49,52,43,43,10.34%,13.21%,5,3,0,0,6,6,5,3,0,4,0,0,0,3,0,5,5,0,0
881,25-34,Male,Matrise,USA,Blanc,48,40,44,42,41,7.85%,11.19%,6,6,2,6,6,3,3,2,0,2,0,0,2,0,3,3,3,0,0
882,18-24,Female,À quitté l'école avant 16 ans,USA,Blanc,42,39,52,40,31,13.63%,5.46%,5,4,0,4,5,6,5,5,0,5,4,4,4,4,4,4,5,0,3
883,35-44,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,51,32,48,39,36,5.52%,13.21%,4,6,1,2,6,4,6,1,5,1,3,0,0,1,6,1,1,0,1
884,25-34,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,25,49,54,37,41,11.46%,11.14%,2,2,0,2,6,2,5,2,2,0,2,2,2,2,3,2,2,0,2
885,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,36,48,51,45,37,13.63%,11.19%,6,3,0,4,6,6,4,3,0,3,2,0,3,3,3,2,6,0,0
886,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Autre ,50,40,48,48,41,18.83%,11.19%,5,6,4,6,6,5,4,0,0,3,0,0,6,0,0,0,5,0,4
887,25-34,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,46,19,47,43,41,13.63%,11.62%,4,2,0,5,6,5,5,0,0,2,0,0,5,2,0,4,6,0,0
888,18-24,Male,Université,UK,Blanc,40,37,47,41,42,10.34%,13.21%,4,0,3,0,6,5,5,0,0,5,0,0,2,0,0,3,4,0,0
889,18-24,Male,Université,UK,Blanc,31,55,51,52,43,13.63%,11.14%,6,3,2,4,6,5,5,4,0,4,0,5,4,4,0,4,0,0,0
890,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,26,49,56,54,36,13.63%,11.19%,5,0,0,0,5,6,4,2,0,4,0,0,2,3,0,3,2,0,0
891,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,40,45,54,50,46,16.29%,11.62%,5,0,0,0,4,4,5,0,0,0,0,0,0,5,0,3,0,0,0
892,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Autre ,37,46,53,47,46,16.29%,11.19%,4,3,3,3,6,4,5,4,0,4,0,0,3,4,0,3,4,0,3
893,25-34,Male,Collège ou université aucun certificat ou diplome,Republique d'Ireland,Blanc,22,53,52,43,48,18.83%,13.21%,5,6,2,6,6,5,5,4,2,4,3,5,0,3,3,4,6,0,1
894,25-34,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,37,37,33,27,41,11.46%,11.19%,3,3,0,0,4,2,5,3,0,3,0,0,3,3,0,0,3,0,0
895,25-34,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,46,29,48,18,30,7.85%,5.46%,4,4,2,4,6,4,4,2,2,2,2,2,4,4,3,4,2,0,5
896,25-34,Female,À quitté l'école à 17 ans,UK,Blanc,60,24,40,36,24,11.46%,7.00%,6,3,2,2,6,3,4,2,0,2,1,0,6,0,0,2,2,0,3
897,18-24,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,23,27,46,27,40,11.46%,11.19%,5,3,0,3,3,3,4,0,0,0,0,0,3,3,0,3,5,0,2
898,18-24,Female,Certificat ou diplome professionel,UK,Blanc,20,38,47,44,37,16.29%,11.62%,4,2,3,0,6,6,6,3,0,3,0,2,3,0,0,0,6,0,0
899,25-34,Male,Matrise,USA,Blanc,28,47,45,44,45,18.83%,11.62%,5,4,3,6,6,6,6,3,2,4,0,3,4,5,0,3,6,0,2
900,25-34,Male,Université,USA,Blanc,53,38,43,40,34,5.52%,5.46%,6,0,0,0,6,6,6,0,0,0,0,0,3,0,0,0,6,0,0
901,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,53,33,39,37,34,0.37%,5.46%,6,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,4,0,3
902,18-24,Male,Université,Canada,Blanc,15,51,35,12,41,11.46%,11.14%,5,6,4,6,6,4,5,5,5,4,4,5,5,2,5,3,6,0,0
903,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Noir,36,33,49,39,35,11.46%,11.14%,5,0,0,2,6,5,6,0,0,4,0,0,6,0,0,0,6,0,0
904,25-34,Female,Matrise,USA,Blanc,38,35,48,39,33,11.46%,13.21%,6,2,0,2,5,4,5,2,2,2,6,2,0,2,3,2,6,0,2
905,18-24,Male,À quitté l'école à 18 ans,USA,Blanc,35,46,46,46,37,10.34%,11.14%,4,6,4,4,6,6,5,3,0,3,3,0,4,3,6,4,6,0,0
906,35-44,Female,Université,USA,Blanc,46,38,53,36,45,14.64%,8.97%,6,0,0,0,6,2,6,0,0,0,0,0,6,0,3,0,1,0,0
907,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,49,39,45,27,33,10.34%,13.21%,2,3,0,6,6,6,6,5,0,4,6,0,3,4,5,3,2,0,0
908,25-34,Male,Certificat ou diplome professionel,Autre,Blanc,40,42,47,43,54,16.29%,11.19%,5,2,2,0,6,6,6,2,0,3,0,0,0,3,0,2,3,0,1
909,35-44,Male,Université,Australie,Blanc,24,42,41,34,45,11.46%,11.14%,4,5,2,0,6,1,5,3,0,0,0,0,1,3,0,0,0,0,0
910,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Autre ,33,40,44,48,36,14.64%,5.46%,5,4,0,4,6,6,4,3,0,3,0,0,3,3,3,4,6,0,0
911,18-24,Male,Université,USA,Blanc,37,44,46,34,42,10.34%,11.19%,5,5,3,6,4,5,5,3,0,0,3,0,0,3,6,2,0,0,0
912,25-34,Female,Collège ou université aucun certificat ou diplome,USA,Autre ,49,43,53,37,28,5.52%,11.14%,6,0,0,6,3,6,5,3,0,5,0,0,3,3,4,2,3,0,0
913,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,55,19,32,43,31,11.46%,8.97%,4,4,0,4,5,4,5,4,0,3,5,0,0,0,6,2,6,0,0
914,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,43,30,41,34,36,18.83%,11.19%,4,0,0,2,6,5,4,0,0,0,0,0,6,0,0,0,4,0,0
915,35-44,Male,Université,USA,Blanc,39,29,34,32,47,16.29%,13.21%,3,0,0,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0
916,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,25,54,54,49,48,13.63%,11.19%,5,0,0,0,6,6,3,0,0,5,0,0,0,4,0,0,5,0,0
917,25-34,Female,À quitté l'école à 17 ans,USA,Blanc,56,20,42,28,19,5.52%,11.14%,5,4,0,5,6,6,6,3,1,1,0,0,2,0,5,1,6,0,0
918,18-24,Male,À quitté l'école à 18 ans,USA,Mixed-Blanc/Noir,38,40,46,40,48,16.29%,11.83%,6,6,0,4,5,4,5,0,0,2,3,0,6,2,6,2,4,0,0
919,25-34,Male,À quitté l'école à 16 ans,USA,Blanc,40,39,45,42,38,13.63%,11.19%,4,3,0,3,3,3,6,2,3,2,4,2,3,0,3,0,2,0,0
920,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,52,28,45,53,45,11.46%,11.14%,3,0,0,0,6,4,6,0,0,0,0,0,5,0,0,0,3,0,0
921,18-24,Male,À quitté l'école à 18 ans,Canada,Blanc,38,49,58,41,34,5.52%,5.46%,6,4,2,3,6,6,4,5,0,5,5,4,3,5,3,5,6,0,0
922,35-44,Male,Matrise,UK,Blanc,33,38,41,38,43,7.85%,11.62%,5,0,0,5,6,2,6,0,0,0,1,0,3,0,3,2,6,0,0
923,18-24,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,25,43,53,34,45,18.83%,11.14%,6,4,0,2,4,6,6,3,0,4,0,3,4,4,3,4,6,0,3
924,18-24,Male,À quitté l'école avant 16 ans,Australie,Blanc,37,38,46,46,33,18.83%,13.21%,3,4,0,2,6,6,6,2,2,2,0,0,4,5,6,3,6,0,2
925,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,25,30,41,35,33,13.63%,11.83%,3,0,0,0,6,4,5,0,0,0,0,0,0,0,0,5,0,0,0
926,25-34,Male,À quitté l'école à 18 ans,USA,Blanc,48,31,29,36,36,7.85%,11.83%,3,0,0,3,6,3,5,2,3,2,2,2,4,0,6,2,6,0,3
927,18-24,Male,À quitté l'école à 16 ans,USA,Blanc,46,29,48,44,35,11.46%,11.62%,3,3,0,3,6,6,5,3,2,2,3,3,5,3,6,0,6,0,2
928,18-24,Male,Certificat ou diplome professionel,USA,Blanc,28,48,50,50,37,18.83%,11.19%,5,2,0,0,5,6,4,0,0,3,0,0,3,4,0,5,5,0,2
929,25-34,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,38,31,52,38,40,18.83%,11.19%,5,0,0,3,5,5,6,1,0,2,0,0,3,2,3,4,2,0,2
930,25-34,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,30,49,56,53,46,13.63%,11.14%,4,1,0,3,6,6,5,0,0,3,0,0,3,0,0,3,6,0,0
931,18-24,Female,Collège ou université aucun certificat ou diplome,UK,Autre ,33,46,51,45,40,11.46%,11.62%,4,5,4,3,6,6,5,4,0,4,0,3,0,0,0,0,6,0,2
932,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,29,35,42,44,37,14.64%,8.97%,3,2,3,0,6,6,6,2,0,3,0,2,0,1,0,0,3,0,0
933,25-34,Female,Université,Australie,Blanc,43,35,54,49,45,11.46%,11.19%,4,2,0,1,6,2,5,1,0,1,1,4,2,2,0,2,6,0,0
934,18-24,Female,À quitté l'école à 17 ans,USA,Blanc,47,26,46,50,36,18.83%,5.46%,3,2,0,6,6,3,6,2,2,2,4,0,6,2,6,2,6,0,2
935,18-24,Female,Université,UK,Blanc,33,40,53,47,54,16.29%,11.19%,5,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0
936,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,24,47,54,45,36,5.52%,5.46%,5,3,3,4,5,6,4,5,3,3,4,3,3,3,2,4,6,0,2
937,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,56,35,48,44,36,11.46%,11.19%,4,0,0,0,6,5,6,2,0,5,0,0,3,4,2,4,5,0,0
938,18-24,Male,Certificat ou diplome professionel,UK,Blanc,40,48,53,43,39,11.46%,11.62%,3,5,2,5,5,5,6,3,0,5,0,3,5,5,2,4,5,0,0
939,18-24,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,35,42,50,47,35,10.34%,11.14%,6,0,0,0,5,6,4,4,0,4,0,3,3,3,0,3,6,0,0
940,18-24,Female,Université,UK,Blanc,39,42,46,39,47,16.29%,13.21%,5,0,2,0,5,6,6,3,0,3,0,3,3,3,0,0,5,0,0
941,18-24,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,40,37,53,33,41,18.83%,11.19%,6,0,0,0,3,4,4,0,0,0,0,0,4,4,0,3,3,0,0
942,25-34,Female,À quitté l'école à 18 ans,Autre,Blanc,45,48,53,38,51,13.63%,13.21%,5,3,4,0,5,5,5,2,0,2,0,0,3,4,2,3,6,0,1
943,25-34,Male,Certificat ou diplome professionel,USA,Autre ,31,54,59,51,50,18.83%,13.21%,4,2,0,3,5,6,4,4,2,5,0,5,4,6,0,6,6,0,2
944,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Mixed-Blanc/Asiatique ,51,34,50,46,33,10.34%,11.19%,3,3,0,6,6,6,6,6,0,2,4,0,0,2,3,2,0,0,0
945,25-34,Female,Matrise,USA,Blanc,46,38,49,48,32,7.85%,11.19%,3,2,0,6,6,3,6,2,2,3,3,0,0,2,3,2,6,0,0
946,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,32,32,42,52,35,16.29%,4.62%,4,0,0,0,6,6,6,0,0,0,0,0,0,0,0,4,6,0,0
947,18-24,Male,À quitté l'école à 18 ans,USA,Blanc,29,38,38,38,30,10.34%,11.83%,4,6,0,3,6,6,4,3,0,6,0,0,3,4,3,4,5,0,2
948,25-34,Male,Certificat ou diplome professionel,UK,Blanc,55,30,47,41,29,7.85%,11.83%,6,2,3,6,6,3,5,0,0,2,0,3,3,2,5,2,0,0,0
949,25-34,Female,À quitté l'école à 18 ans,Canada,Blanc,40,40,29,41,47,14.64%,3.77%,2,2,0,5,6,2,5,0,0,0,0,0,0,0,6,0,0,0,1
950,35-44,Male,Certificat ou diplome professionel,USA,Blanc,51,27,46,44,30,10.34%,11.19%,5,1,0,1,6,3,6,1,0,4,0,0,4,1,0,3,4,0,0
951,18-24,Female,Université,USA,Blanc,42,40,49,40,37,18.83%,13.21%,6,2,0,3,6,4,6,2,0,3,2,2,3,6,0,4,3,0,3
952,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,25,42,57,47,41,0.37%,5.46%,3,3,0,0,4,6,5,3,0,3,0,0,3,3,0,3,3,0,0
953,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,40,41,48,41,40,5.52%,11.19%,5,5,0,3,5,6,4,3,0,5,0,3,3,5,3,3,6,0,0
954,25-34,Female,Université,UK,Blanc,46,33,46,41,29,11.46%,11.19%,5,0,0,0,6,3,5,0,0,0,0,0,0,0,0,3,4,0,2
955,18-24,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,49,34,44,42,36,16.29%,7.00%,0,0,0,0,5,3,4,0,0,0,0,0,0,5,0,0,2,0,0
956,18-24,Male,Certificat ou diplome professionel,USA,Blanc,53,36,46,33,20,5.52%,11.14%,4,5,2,4,5,6,5,4,2,3,4,0,3,0,4,2,6,0,2
957,45-54,Male,Université,USA,Blanc,25,36,42,44,45,16.29%,8.97%,5,6,1,2,6,3,0,1,1,0,1,0,5,1,0,1,1,0,0
958,35-44,Male,Certificat ou diplome professionel,UK,Blanc,23,38,47,51,50,16.29%,7.00%,6,0,5,0,6,6,6,3,0,6,0,6,3,1,0,1,5,0,0
959,18-24,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,33,50,46,35,54,18.83%,11.19%,5,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,6,0,0
960,18-24,Female,Université,Autre,Blanc,36,41,55,50,37,11.46%,11.19%,5,0,0,1,6,0,6,0,0,0,0,0,0,0,6,0,2,0,0
961,45-54,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,35,35,51,55,39,18.83%,11.83%,5,6,0,1,6,5,4,1,1,2,1,0,0,1,2,3,1,0,0
962,18-24,Male,Certificat ou diplome professionel,Australie,Blanc,39,46,53,45,40,5.52%,5.46%,5,3,5,0,5,4,6,3,0,5,0,4,3,3,0,0,5,0,0
963,25-34,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,32,42,57,48,33,10.34%,13.21%,5,3,0,5,6,2,5,3,3,0,5,0,0,2,3,2,6,0,0
964,35-44,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,42,26,46,44,42,13.63%,11.14%,5,3,2,5,6,6,5,3,5,4,6,0,0,2,5,3,6,0,1
965,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,27,48,43,48,44,18.83%,13.21%,5,3,0,0,6,6,6,0,0,4,0,0,3,5,0,4,3,0,0
966,25-34,Female,Matrise,USA,Blanc,25,40,51,46,40,13.63%,13.21%,5,1,0,3,6,6,6,2,2,3,0,0,2,0,5,2,5,0,0
967,18-24,Male,Matrise,UK,Blanc,27,47,46,45,45,13.63%,11.14%,5,2,3,4,6,6,4,4,0,5,0,3,3,2,0,2,6,0,3
968,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,30,42,50,50,44,16.29%,11.19%,4,3,1,0,6,4,5,0,0,0,0,0,3,0,1,3,4,0,1
969,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,33,41,57,52,39,7.85%,11.14%,5,0,0,2,6,5,6,2,0,3,0,0,2,3,0,5,5,0,3
